Subjectline,Region,Division,MAP_B&B,Email_Type,tactic_nm,tactic_id,# of Contacts,# of Emails Sent,Delivered,Bounced,Deliver Rate,Opened,Open Rate,Clicked,Click Rate,Sum of Win $
Advance groundbreaking medicines,AMER,PPA,Batch & Blast,Download,BPG-PPA - eP3 BioTech Campaign Capabilities Brochu,EM5104257,3779,3779,3779,0,100%,993,26%,122,12%,$41137
Adapt in a growing cell therapy market,AMER,BCD,Batch & Blast,Awareness,BPG-CCCT-SO No edits-DynaCellect Email 4-Americas,EM5099746,2226,2226,2226,0,100%,821,37%,17,2%,$22464
Act now: boost cell culture efficiency,AMER,SUD,MAP,Awareness,eT1-MAP Email-Adherent Cell Culture-EM6-Global,EM5097333,192,192,192,0,100%,216,113%,11,5%,
Act now and boost cell culture efficiency,AMER,SUD,Batch & Blast,Awareness,LPD-BPG-Regional Spin off Email-In-Stock Cell Fact,EM5097444,3424,3424,3424,0,100%,1040,30%,296,28%,$594207
Act now and boost cell culture efficiency,EMEA,SUD,Batch & Blast,Awareness,Nunc Cell Factory Systems Email 1 EMEA,EM5098214,13152,13152,13022,130,99%,5486,42%,439,8%,$840979
Act now and boost cell culture efficiency,To Be Mapped,SUD,Batch & Blast,Awareness,LPD-BPG-Regional Spin off Email-In-Stock Cell Fact,EM5097444,451,451,451,0,100%,148,33%,101,68%,
Achieving Success in your mRNA Therapeutics Workflow,APJ,To Be Mapped,Batch & Blast,Event,EM5091601_mRNA_therapeutics_workflow_webinar,EM5091601,164,164,162,2,99%,26,16%,0,0%,
Achieve more efficient plasmid and recombinant protein production,APJ,BCD,Batch & Blast,Video,EM5097009_Gibco™ Bacto™ CD Supreme Fermentation Production Mediu,EM5097009,5917,5917,5897,20,100%,2820,48%,241,9%,$1136392
Achieve more efficient plasmid and recombinant protein production,To Be Mapped,BCD,Batch & Blast,Video,EM5097009_Gibco™ Bacto™ CD Supreme Fermentation Production Mediu,EM5097009,1731,1731,1715,16,99%,808,47%,32,4%,
Achieve higher growth and production with your E. coli fermentation,APJ,BCD,Batch & Blast,Webinar,EM5093986_Gibco-Bacto-CD-Supreme-Fermentation,EM5093986,1062,1062,1055,7,99%,191,18%,50,26%,$11592
Achieve higher growth and production with your E. coli fermentation,To Be Mapped,BCD,Batch & Blast,Webinar,EM5093986_Gibco-Bacto-CD-Supreme-Fermentation,EM5093986,328,328,312,16,95%,61,19%,5,8%,
Achieve higher fermentation production,AMER,BCD,Batch & Blast,Awareness,CCCT - SO No Edits - Bacto Supreme new email-Ameri,EM5093479,7927,7927,7871,56,99%,3043,38%,351,12%,$4588452
Achieve higher fermentation production,EMEA,BCD,Batch & Blast,Awareness,2022_Q4_CC_Bacto CD Supreme Email EMEA,EM5097372,9235,9235,9164,71,99%,2897,31%,218,8%,$649911
Achieve high resolution and yield with best in class purification solutions,APJ,PPA,MAP,Cross-Sell,IPAC:SA - EM1.4-Email1-IPAC - South Asia,EM5080560,88,111,111,0,100%,25,23%,15,60%,
Achieve fill-finish success,AMER,SUD,Batch & Blast,Awareness,BPG-DIV SO Fill Finish Case Study Email - AMERICAS,EM5106220,2826,2826,2826,0,100%,793,28%,95,12%,$414453
Achieve faster process development with tools designed to scale your plasmid DNA production.,AMER,To Be Mapped,MAP,Awareness,eT4 - GTx ABM-Plasmid DNA Development Production,EM5078081,603,603,597,6,99%,364,60%,179,49%,
Achieve faster process development with tools designed to scale your plasmid DNA production.,To Be Mapped,To Be Mapped,MAP,Awareness,eT4 - GTx ABM-Plasmid DNA Development Production,EM5078081,244,244,239,5,98%,118,48%,48,41%,
Achieve a strong harvest process,AMER,SUD,Batch & Blast,Download,LSG-BPG-DynaSpin Harvest Article BB Email-Glo,EM5097441,3374,3374,3374,0,100%,1170,35%,131,11%,$413345
Achieve a strong harvest process,To Be Mapped,SUD,Batch & Blast,Download,LSG-BPG-DynaSpin Harvest Article BB Email-Glo,EM5097441,513,513,513,0,100%,150,29%,81,54%,
Accurate residual fragment sizing assay,AMER,PPA,MAP,Consideration,eT1 - MAP - PA E1A NPI - Accurate Quant - EM2 - Gl,EM5091634,386,392,392,0,100%,146,37%,38,26%,
Accurate residual fragment sizing assay,APJ,To Be Mapped,Batch & Blast,Awareness,EM5088440_E1A_DNA_Fragment_Length_Kit_EM3,EM5088440,1321,1321,1307,14,99%,410,31%,125,30%,
Accurate residual fragment sizing assay,EMEA,PPA,Batch & Blast,Awareness,E1A EMAIL 2-EMEA,EM5088575,26090,26090,25872,218,99%,28857,111%,40242,139%,$145878
Accurate residual fragment sizing assay,EMEA,PPA,MAP,Consideration,eT1 - MAP - PA E1A NPI - Accurate Quant - EM2 - Gl,EM5091634,187,190,190,0,100%,62,33%,3,5%,
Access single-use mAb tools,AMER,SUD,Batch & Blast,Awareness,eP3-Intro to mAb Pro-Email1-Americas,EM5091101,2675,2675,2639,36,99%,1215,45%,426,35%,$20000
Access a broad chemical catalog,AMER,BCD,Batch & Blast,Awareness,SO- EM- BPG PCS- Chemical Sourcing EM1 - Americas,EM5093300,3592,3592,3561,31,99%,2095,58%,475,23%,$768000
Accelerate Your mAb Manufacturing & CHO Processes,APJ,To Be Mapped,MAP,Awareness,EM5093111_NPI-Efficient-Pro-1,EM5093111,5678,5678,5658,20,100%,2726,48%,677,25%,
Accelerate Your mAb Manufacturing & CHO Processes,To Be Mapped,To Be Mapped,MAP,Awareness,EM5093111_NPI-Efficient-Pro-1,EM5093111,1342,1345,1318,27,98%,708,53%,149,21%,
Accelerate your early-phase wins with Gibco PD‑Express Services,APJ,BCD,MAP,Awareness,EM5088872_Accelerate your early-phase wins with Gibco PD‑Express,EM5088872,4657,4657,4652,5,100%,2388,51%,1411,59%,$2204248
Accelerate your early-phase wins with Gibco PD‑Express Services,To Be Mapped,BCD,MAP,Awareness,EM5088872_Accelerate your early-phase wins with Gibco PD‑Express,EM5088872,1393,1395,1368,27,98%,799,57%,255,32%,
Accelerate your downstream purification,AMER,PPA,MAP,Awareness,eT1 BPG-PUR MAP Vacc B Email - GLOBAL,EM5106184,884,884,884,0,100%,190,21%,17,9%,
Accelerate your downstream purification,APJ,PPA,MAP,Awareness,eT1 BPG-PUR MAP Vacc B Email - GLOBAL,EM5106184,131,131,131,0,100%,26,20%,0,0%,
Accelerate your downstream purification,EMEA,PPA,MAP,Awareness,eT1 BPG-PUR MAP Vacc B Email - GLOBAL,EM5106184,4505,4505,4505,0,100%,2377,53%,32,1%,
Accelerate your downstream purification,To Be Mapped,PPA,MAP,Awareness,eT1 BPG-PUR MAP Vacc B Email - GLOBAL,EM5106184,358,358,358,0,100%,165,46%,6,4%,
Accelerate your bioprocessing,AMER,BCD,Batch & Blast,Awareness,BPG-PLPS - SO EM No Edits - Buffer Library Q4 - AM,EM5108025,1065,1065,1065,0,100%,453,43%,71,16%,
Accelerate your biomanufacturing process,APJ,To Be Mapped,Batch & Blast,Awareness,EM5090477_KaonApp,EM5090477,1534,1534,1526,8,99%,819,53%,135,16%,
Accelerate your biologic\'s development event,AMER,BCD,Batch & Blast,Webinar,2022_Q4_PCS Webinar_Email,EM5097464,214,214,214,0,100%,168,79%,7,4%,
Accelerate your biologic\'s development event,EMEA,BCD,Batch & Blast,Webinar,2022_Q4_PCS Webinar_Email,EM5097464,7751,7751,7725,26,100%,6095,79%,517,8%,
Accelerate your biologic\'s development event,To Be Mapped,BCD,Batch & Blast,Webinar,2022_Q4_PCS Webinar_Email,EM5097464,607,607,600,7,99%,552,91%,59,11%,
Accelerate the process development of your biologics with Gibco™ cell culture additives,APJ,BCD,Batch & Blast,To Be Mapped,EM5099200_Email on GIBCO cell culture addtives,EM5099200,8428,8436,8436,0,100%,2028,24%,120,6%,$552705
AAV manufacturing: scale-up considerations,AMER,BCD,MAP,Awareness,eT1-BPG-CCCT-Gene Therapy MAP Bundle EM2-Process O,EM5100221,2347,2347,2347,0,100%,371,16%,26,7%,$3200
AAV manufacturing: scale-up considerations,APJ,BCD,MAP,Awareness,eT1-BPG-CCCT-Gene Therapy MAP Bundle EM2-Process O,EM5100221,611,611,611,0,100%,99,16%,4,4%,
AAV manufacturing: scale-up considerations,EMEA,BCD,MAP,Awareness,eT1-BPG-CCCT-Gene Therapy MAP Bundle EM2-Process O,EM5100221,970,970,970,0,100%,155,16%,7,5%,
AAV manufacturing: scale-up considerations,To Be Mapped,BCD,MAP,Awareness,eT1-BPG-CCCT-Gene Therapy MAP Bundle EM2-Process O,EM5100221,947,947,947,0,100%,105,11%,2,2%,
AAV analytical testing: save 40%,EMEA,PPA,Batch & Blast,Promotion,BPG-AAV Bundle Promotion EMEA-Email3-EMEA,EM5107739,21308,27017,27017,0,100%,7843,29%,304,4%,
A guide to effective raw materials sourcing,AMER,To Be Mapped,Batch & Blast,Download,BPG - eT2 BioTech Campaign White Paper EM3 - AMERI,EM5105069,3879,3879,3879,0,100%,917,24%,155,17%,
A cell therapy solution that scales with your workflow,APJ,BCD,Batch & Blast,Awareness,EM5100643_DynaCellect_CCC_NPI_for_Cell_Therapy_EM2,EM5100643,792,794,794,0,100%,55,7%,5,9%,$3090
5月25日19点，锁定赛默飞AAV平台“重磅突破，革新之路”网络研讨会，赶快预约席位吧！,GC,To Be Mapped,Batch & Blast,Webinar,AAVwebinar_20220523,EM5092679,7729,7729,7568,161,98%,1024,13%,16,2%,
5 things to know: Bioprocess fluid management,EMEA,SUD,Batch & Blast,Download,FlexibleSolutionsInfographic-Email6-EMEA,EM5106785,12384,12386,12386,0,100%,3414,28%,165,5%,
3Dでシングルユース製品をバーチャル体験していただけます,APJ,To Be Mapped,Batch & Blast,Awareness,EM5100570_1_BIOPROAWARENJP_20230314,EM5100570,5676,5680,5680,0,100%,2554,45%,145,6%,
3D tour: CTS DynaCellect system,AMER,BCD,Batch & Blast,Awareness,BPG-CCCT-SO No Edits-DynaCellect Email 5-Americas,EM5099745,2293,2297,2297,0,100%,457,20%,32,7%,
3D tour: CTS DynaCellect system,EMEA,BCD,Batch & Blast,Awareness,DynaCellect_EMEA_Email 5,EM5100298,5210,5212,5212,0,100%,3456,66%,76,2%,$5000
30 years of purification innovation,EMEA,PPA,Batch & Blast,Awareness,30YearsAnniversaryPurification-LearnMore-Email12-EMEA,EM5104332,8688,8690,8690,0,100%,5087,59%,125,2%,$27180
3 bioprocessing insights you will love,EMEA,To Be Mapped,Batch & Blast,News Letter,2022_Q4_KC_KC_Newsletter_2ndEdition_Email-Email17-EMEA,EM5097131,1031,1031,1029,2,100%,414,40%,53,13%,
2DスタイルのLabtainer Pro BPC,APJ,To Be Mapped,Batch & Blast,Awareness,EM5101995_1_BIOPROAWARENJP_20230428,EM5101995,5497,5498,5498,0,100%,2368,43%,209,9%,
25% off selected AAV purification products,AMER,PPA,Batch & Blast,Promotion,BPG-PA SO Purification AAV promotion email - AMERI,EM5107516,968,968,968,0,100%,447,46%,10,2%,
2022年7月27日線上研討會：實現一次性製造狀態最佳化的發展方向,APJ,To Be Mapped,Batch & Blast,Webinar,EM5094113_APJ-BPG-Webinar-2,EM5094113,2721,2721,2697,24,99%,1359,50%,311,23%,
1-step isolation and activation,EMEA,BCD,Batch & Blast,Awareness,Detachable Dynabeads Launch email-Email1-EMEA,EM5105649,5008,5010,5010,0,100%,3133,63%,90,3%,$271080
15주 리드타임과 함께 30년간의 purification innovation을 기념합니다,APJ,PPA,Batch & Blast,To Be Mapped,EM5104140_Eblast-Celebrating-30years-of-purification-innovation,EM5104140,2649,2649,2649,0,100%,904,34%,49,5%,
15-week lead times on IEX resin orders and no expedite fees,APJ,To Be Mapped,Batch & Blast,To Be Mapped,EM5102910_URGENT - 15-weeks lead times on POROS ion exchange,EM5102910,6026,6033,6033,0,100%,1330,22%,29,2%,
15-week lead time on POROS resins,AMER,PPA,Batch & Blast,Awareness,BPG SO_15 Week Lead Times for POROS ion Exhange Re,EM5102988,1733,1733,1733,0,100%,558,32%,50,9%,$391
15-week lead time on POROS resins,AMER,PPA,Batch & Blast,Awareness,SO-PUR-15-Week Poros Resin Lead Times-Americas,EM5101051,6789,6789,6789,0,100%,1886,28%,185,10%,$324956
15-week lead time on POROS resins,To Be Mapped,PPA,Batch & Blast,Awareness,BPG SO_15 Week Lead Times for POROS ion Exhange Re,EM5102988,123,123,123,0,100%,40,33%,1,3%,
15-minutes of focus on gene therapy,EMEA,To Be Mapped,Batch & Blast,Event,KC Spotlight Viralgen Feb 22-Email EMEA,EM5088970,19226,23647,23332,315,99%,20304,86%,17581,87%,
15-minutes of focus on AdV Media Solution,AMER,To Be Mapped,Batch & Blast,Awareness,Repeat Simulive of Optimised Media Solutions email,EM5087935,341,338,334,4,99%,386,114%,387,100%,
15-minutes of focus on AdV Media Solution,EMEA,To Be Mapped,Batch & Blast,Awareness,Repeat Simulive of Optimised Media Solutions email,EM5087935,13069,12992,12930,62,100%,16228,125%,16468,101%,
15-minutes of focus on AdV Media Solution,To Be Mapped,To Be Mapped,Batch & Blast,Awareness,Repeat Simulive of Optimised Media Solutions email,EM5087935,3004,2983,2952,31,99%,3465,116%,3667,106%,
15-minute event on improving testing accuracy for HEK293 fragment sizing,EMEA,To Be Mapped,Batch & Blast,Awareness,E1A  Spotlight Email 1-Email5-EMEA,EM5091729,10041,16289,16223,66,100%,17375,107%,1799,10%,
15-minute event on cGMP chemical supply resiliency,AMER,To Be Mapped,Batch & Blast,Webinar,cGMP Chemicals Spotlight Email,EM5089899,1147,1149,1139,10,99%,602,52%,304,50%,
15-minute event on cGMP chemical supply resiliency,APJ,To Be Mapped,Batch & Blast,Webinar,cGMP Chemicals Spotlight Email,EM5089899,479,479,455,24,95%,242,51%,48,20%,
15-minute event on cGMP chemical supply resiliency,EMEA,To Be Mapped,Batch & Blast,Awareness,cGMP Chemicals Spotlight Email,EM5089899,2788,2788,2769,19,99%,762,27%,187,25%,
15-minute event on cGMP chemical supply resiliency,EMEA,To Be Mapped,Batch & Blast,Webinar,cGMP Chemicals Spotlight Email,EM5089899,13236,13262,13043,219,98%,5404,41%,1447,27%,
15-minute event on cGMP chemical supply resiliency,EMEA,To Be Mapped,Batch & Blast,Webinar,KC-ChemicalSpotlight-Email9-EMEA,EM5104978,13784,13786,13786,0,100%,6143,45%,148,2%,
15-minute event on cGMP chemical supply resiliency,EMEA,To Be Mapped,Batch & Blast,Webinar,KC-ChemicalSpotlight-OnTheDayEmail-Email12-EMEA,EM5105607,7823,7825,7825,0,100%,1223,16%,49,4%,
15-minute event on cGMP chemical supply resiliency,To Be Mapped,To Be Mapped,Batch & Blast,Awareness,cGMP Chemicals Spotlight Email,EM5089899,444,444,423,21,95%,124,28%,26,21%,
15-minute event on cGMP chemical supply resiliency,To Be Mapped,To Be Mapped,Batch & Blast,Webinar,cGMP Chemicals Spotlight Email,EM5089899,6625,6626,6139,487,93%,3587,54%,1486,41%,
15 week lead time on POROS resins,EMEA,PPA,Batch & Blast,Awareness,IEX Lead Times Email EMEA,EM5102886,15823,15934,15934,0,100%,4460,28%,240,5%,$3329
15 week lead time on POROS resins,EMEA,PPA,Batch & Blast,Awareness,PUR PR Email EMEA,EM5100991,19808,19929,19929,0,100%,5968,30%,251,4%,
1:1 Seminar—Residual DNA quantitation with dPCR,AMER,PPA,Batch & Blast,Awareness,dCPR E.Coli Kit_Email 2,EM5103288,459,461,461,0,100%,113,25%,0,0%,
1:1 Seminar—Residual DNA quantitation with dPCR,APJ,PPA,Batch & Blast,Awareness,dCPR E.Coli Kit_Email 2,EM5103288,120,120,120,0,100%,39,33%,0,0%,
1:1 Seminar—Residual DNA quantitation with dPCR,EMEA,PPA,Batch & Blast,Awareness,dCPR E.Coli Kit_Email 2,EM5103288,19774,19810,19810,0,100%,5351,27%,256,5%,$15000
1:1 Seminar—Residual DNA quantitation with dPCR,To Be Mapped,PPA,Batch & Blast,Awareness,dCPR E.Coli Kit_Email 2,EM5103288,559,560,560,0,100%,155,28%,7,5%,
1:1 Seminar—Rapid mycoplasma testing,EMEA,PPA,Batch & Blast,Seminar,KC-MycoSEQ-Seminar-Email3-EMEA,EM5103993,8856,8858,8858,0,100%,2820,32%,141,5%,
1:1 Seminar—Advancing Lentiviral Purification,AMER,To Be Mapped,Batch & Blast,Video,LV Resin KC Seminar - Email,EM5101197,432,433,433,0,100%,130,30%,0,0%,
1:1 Seminar—Advancing Lentiviral Purification,EMEA,To Be Mapped,Batch & Blast,Video,LV Resin KC Seminar - Email,EM5101197,21658,21770,21770,0,100%,5790,27%,285,5%,
1:1 Seminar—Advanced separation for advanced bioprocessing,EMEA,To Be Mapped,Batch & Blast,Awareness,KC-DynaChrom-Email1-Email10-EMEA,EM5105263,20043,20045,20045,0,100%,6363,32%,126,2%,
1:1 Seminar: mRNA development,EMEA,To Be Mapped,Batch & Blast,Seminar,KC-mRNA-RequestaSeminar-Email12-EMEA,EM5105859,13418,13420,13420,0,100%,3091,23%,270,9%,
1:1 Seminar: mAb development,EMEA,To Be Mapped,Batch & Blast,Awareness,mAb-RequestASeminar-Email7-EMEA,EM5104205,17025,17027,17027,0,100%,6195,36%,166,3%,
1:1 seminar available on Thermo Scientific DynaChrom Single-Use Chromatography System,EMEA,To Be Mapped,Batch & Blast,Awareness,KC-DynaChrom-Email2-Email11-EMEA,EM5105264,5625,5627,5627,0,100%,1129,20%,60,5%,
1:1 seminar available on scalable T Cell manufacturing,AMER,BCD,Batch & Blast,Event,2023_Q1_DynaCellect KC Seminars - Email 1,EM5099954,423,464,464,0,100%,153,33%,5,3%,
1:1 seminar available on scalable T Cell manufacturing,APJ,BCD,Batch & Blast,Event,2023_Q1_DynaCellect KC Seminars - Email 1,EM5099954,107,109,109,0,100%,54,50%,1,2%,
1:1 seminar available on scalable T Cell manufacturing,EMEA,BCD,Batch & Blast,Event,2023_Q1_DynaCellect KC Seminars - Email 1,EM5099954,17262,18558,18558,0,100%,6001,32%,338,6%,$107333
1:1 seminar available on scalable T Cell manufacturing,To Be Mapped,BCD,Batch & Blast,Event,2023_Q1_DynaCellect KC Seminars - Email 1,EM5099954,847,885,885,0,100%,265,30%,14,5%,
1:1 seminar available on DynaSpin SingleUse Centrifuge,AMER,SUD,Batch & Blast,Webinar,KC SUT Seminar - Dynaspin Email 2,EM5102285,298,299,299,0,100%,81,27%,0,0%,
1:1 seminar available on DynaSpin SingleUse Centrifuge,EMEA,SUD,Batch & Blast,Webinar,KC SUT Seminar - Dynaspin Email 2,EM5102285,15514,15621,15621,0,100%,3515,23%,122,3%,$336
1:1 Seminar – Advance downstream purification with IEX resins,AMER,To Be Mapped,Batch & Blast,Webinar,KC Seminar - IEX - Email,EM5103108,279,280,280,0,100%,90,32%,0,0%,
1:1 Seminar – Advance downstream purification with IEX resins,EMEA,To Be Mapped,Batch & Blast,Webinar,KC Seminar - IEX - Email,EM5103108,15035,15070,15070,0,100%,4219,28%,89,2%,
"<span class=eloquaemail >FirstName</span>,The resDNASEQ dPCR E1A Fragment Length Kit is now available for digital PCR - learn more here",APJ,PPA,Batch & Blast,Awareness,EM5101163_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM2,EM5101163,518,518,518,0,100%,95,18%,0,0%,
"<span class=eloquaemail >FirstName</span>,The resDNASEQ dPCR E1A Fragment Length Kit is now available for digital PCR - learn more here",To Be Mapped,PPA,Batch & Blast,Awareness,EM5101163_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM2,EM5101163,134,134,134,0,100%,38,28%,0,0%,
"<span class=eloquaemail >FirstName</span>, 邁向數位化—探索符合監管準則的dPCR片段長度檢測方法",APJ,PPA,Batch & Blast,To Be Mapped,EM5101192_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM3,EM5101192,1913,1913,1913,0,100%,374,20%,1,0%,
"<span class=eloquaemail >FirstName</span>, 邁向數位化—探索符合監管準則的dPCR片段長度檢測方法",To Be Mapped,PPA,Batch & Blast,To Be Mapped,EM5101192_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM3,EM5101192,219,219,219,0,100%,37,17%,0,0%,
"<span class=eloquaemail >FirstName</span>, 探索高度適應性的方法，以滿足您的細胞治療開發需求",APJ,BCD,Batch & Blast,Awareness,EM5101909_DynaCellect_CCC_NPI_for_Cell_Therapy_EM4,EM5101909,2886,2886,2886,0,100%,518,18%,1,0%,$762
"<span class=eloquaemail >FirstName</span>, 探索高度適應性的方法，以滿足您的細胞治療開發需求",To Be Mapped,BCD,Batch & Blast,Awareness,EM5101909_DynaCellect_CCC_NPI_for_Cell_Therapy_EM4,EM5101909,335,335,335,0,100%,56,17%,1,2%,
"<span class=eloquaemail >FirstName</span>, 探索我們的模組化細胞分離和微珠去除系統",APJ,BCD,Batch & Blast,Awareness,EM5101911_DynaCellect_CCC_NPI_for_Cell_Therapy_EM5,EM5101911,2884,2884,2884,0,100%,965,33%,19,2%,$608
"<span class=eloquaemail >FirstName</span>, 探索我們的模組化細胞分離和微珠去除系統",To Be Mapped,BCD,Batch & Blast,Awareness,EM5101911_DynaCellect_CCC_NPI_for_Cell_Therapy_EM5,EM5101911,332,332,332,0,100%,46,14%,1,2%,
"<span class=eloquaemail >FirstName</span>, 可根據您工作流程擴展的細胞治療解決方案",APJ,BCD,Batch & Blast,Awareness,EM5100643_DynaCellect_CCC_NPI_for_Cell_Therapy_EM2,EM5100643,3076,3076,3076,0,100%,695,23%,9,1%,$3090
"<span class=eloquaemail >FirstName</span>, 可根據您工作流程擴展的細胞治療解決方案",To Be Mapped,BCD,Batch & Blast,Awareness,EM5100643_DynaCellect_CCC_NPI_for_Cell_Therapy_EM2,EM5100643,359,359,359,0,100%,48,13%,2,4%,
"<span class=eloquaemail >FirstName</span>, 加速您的細胞治療開發",APJ,BCD,Batch & Blast,Awareness,EM5101906_DynaCellect_CCC_NPI_for_Cell_Therapy_EM3,EM5101906,2989,2989,2989,0,100%,1320,44%,10,1%,
"<span class=eloquaemail >FirstName</span>, 加速您的細胞治療開發",To Be Mapped,BCD,Batch & Blast,Awareness,EM5101906_DynaCellect_CCC_NPI_for_Cell_Therapy_EM3,EM5101906,351,351,351,0,100%,40,11%,1,3%,
"<span class=eloquaemail >FirstName</span>, The resDNASEQ dPCR E1A Fragment Length Kit is now available for digital PCR - learn more here",APJ,PPA,Batch & Blast,Awareness,EM5101163_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM2,EM5101163,1029,1029,1029,0,100%,224,22%,4,2%,
"<span class=eloquaemail >FirstName</span>, The resDNASEQ dPCR E1A Fragment Length Kit is now available for digital PCR - learn more here",To Be Mapped,PPA,Batch & Blast,Awareness,EM5101163_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM2,EM5101163,260,260,260,0,100%,49,19%,1,2%,
"<span class=eloquaemail >FirstName</span>, resDNASEQ dPCR E1A片段長度試劑盒現已推出並適用於digital PCR—了解更多",APJ,PPA,Batch & Blast,To Be Mapped,EM5101163_Absolute_Q_and_resDNASEQ_dPCR_E1A_DNA_Fragment_EM2,EM5101163,1912,1912,1912,0,100%,376,20%,4,1%,
